"Date","0.1","0.2","0.3","0.4","0.5","1","2","3","4","5","7","10","15","20","25","30"
"12/31/1985","5.2968155704569","5.7648468862007","5.9990580820327","6.0332240530722","6.0414671367585","7.4787168702741","7.851847229997","8.1594707443815","8.4353390389968","8.6234159972034","8.9347","9","9.4652","9.5","9.7107","9.27"
"1/31/1986","5.4004922052774","5.9189332436969","5.9886224786501","5.9792617580162","6.0526558434376","7.5768364695313","7.827984327535","8.215498500549","8.4625003889123","8.643589396266","9.0268","9.08","9.5591","9.48","9.76","9.34"
"2/28/1986","5.3750260435943","5.9723488316284","5.8762890976194","6.0269283306647","6.017642453507","7.3773293102955","7.5448977683537","7.7233323810672","7.8833625400615","8.0299855781787","8.1907","8.13","8.4619","8.34","8.6182","8.27"
"3/31/1986","5.2241317141157","5.3927448428282","5.3776086743736","5.3563864791188","5.4080216865678","6.7910511558486","6.82718271707","7.0842515010059","7.284834726446","7.3760828765897","7.502","7.39","7.6828","7.46","7.7668","7.44"
"4/30/1986","4.5445031505291","5.1028965142338","5.1094008303027","5.2286299167801","5.2675263313399","6.4968967622015","6.7017592335731","7.1362913753019","7.2679221674914","7.3987108594939","7.5389","7.38","7.7621","7.55","7.8903","7.47"
"6/30/1986","4.9015741980669","5.0693417286123","5.1016440803677","5.1401780083902","5.0828645535108","6.4184939935906","6.7734018033599","7.1183431727522","7.447484419158","7.5063895081784","7.6854","7.35","7.9198","7.3","8.0355","7.24"
"7/31/1986","3.9337500503459","4.9070544303017","4.9199072833487","4.9052127877209","4.9536224520042","6.1966106345295","6.4670054788859","7.0451125279637","7.1703644438624","7.3893380186017","7.6058","7.34","8.0423","7.42","8.2145","7.46"
"9/30/1986","4.2564809831605","4.444328272283","4.4299420128112","4.4908400025177","4.5956067081222","5.8232413336628","6.3233000551465","6.7220576604474","7.1251392204347","7.2793937813885","7.6048","7.45","8.1378","7.55","8.3426","7.6"
"10/31/1986","4.2728274064084","4.3633410015599","4.4117790626898","4.4553288888567","4.5102432692205","5.6505784130821","6.1533445258625","6.5206652387977","6.7824260221287","7.0527750674371","7.3569","7.34","7.9363","7.54","8.1466","7.61"
"12/31/1986","3.9001287420777","4.7084169190682","4.8080074533159","4.8014604879306","4.8035060532557","6.0604718209975","6.2961464300314","6.5048013872281","6.637679206717","6.9131177642918","7.2419","7.23","7.8197","7.39","8.0366","7.49"
"3/31/1987","4.3327986764565","4.5337969206842","4.7911781625333","4.8564608467971","4.9109325438104","6.1822512641567","6.4512564495392","6.699225296989","6.8535792228526","7.0573809030254","7.3891","7.51","7.8972","7.66","8.0815","7.81"
"4/30/1987","2.0877935222533","4.4536458903623","4.758618218807","4.9595582610993","5.0928544034988","6.8364308474528","7.2383847708874","7.5722819367534","7.7581149001125","7.8347808540562","8.1845","8.21","8.5456","8.33","8.6548","8.45"
"6/30/1987","4.103857750438","4.8138731253508","4.9461460221615","5.0185178854955","5.0907068811491","6.8229829802248","7.3478787879518","7.6332629929295","7.8255168456139","8.0068074636798","8.3275","8.38","8.6907","8.45","8.806","8.51"
"7/31/1987","4.6650431053201","5.0565116607812","5.203749553908","5.2591966961335","5.280793713819","6.9345349715418","7.4847249448347","7.8355315615096","7.9842223214256","8.1301826543785","8.5316","8.66","8.9588","8.78","9.0991","8.89"
"8/31/1987","4.7148925978684","5.2477507970624","5.3139437729689","5.4483406346483","5.395902467986","7.205127485007","7.8241494294516","8.1442214988925","8.2860672805032","8.4203012320597","8.8406","9","9.2294","9.09","9.3528","9.17"
"9/30/1987","5.3505035471941","5.5590071171774","5.7267431475852","5.8674577269649","5.231109111129","7.8818383118291","8.4403532863505","8.7672330466499","9.0123730594247","9.0954591796205","9.5","9.63","9.8499","9.71","9.9546","9.79"
"11/30/1987","3.3822873873575","4.0179477131419","4.7802976652994","5.0574708854951","5.1955662266844","6.8826005253252","7.5546004501514","7.9651498044386","8.2694318753811","8.4574504625793","8.8613","8.99","9.2308","9.05","9.3375","9.1"
"12/31/1987","3.280167564331","4.2994848194732","4.824834044685","5.1643912189144","5.2757786246126","7.2423681789663","7.6386483278018","7.8873794202121","8.1160625589912","8.303570005536","8.73078027553","8.83","9.080918730918","8.89","9.01887677778","8.95"
"2/29/1988","4.5512779571768","4.662239354978","4.7399022372357","4.9060152305323","5.0331922790595","6.6077265482986","7.0039466699689","7.2380814790512","7.4136291197708","7.5471507997257","7.9901659867","8.16","8.571421497252","8.28","8.47671279283","8.39"
"3/31/1988","4.264347274287","4.8287942182525","4.9022870036301","5.0894910521573","5.1712291692433","6.8490952767705","7.2779613223964","7.5517255910071","7.7834370571195","7.9721636890889","8.419367027803","8.57","8.923359783748","8.7","8.874271860286","8.82"
"5/31/1988","4.884213269809","5.4030084173665","5.6792723939897","5.7550698605527","5.8671927320117","7.6645991278666","8.0527906137216","8.272127811594","8.5198296714969","8.6500179032314","9.033358147841","9.2","9.460924826609","9.25","9.430903949638","9.3"
"6/30/1988","5.0700430068776","5.5702362659651","5.6177655612954","5.7458363808522","5.7558192874003","7.5091343522412","7.8652395476226","8.0357746743294","8.182012386808","8.3095474573477","8.685829067405","8.82","9.083312488726","8.85","9.05579886327","8.87"
